0,1,labels
3.5909617,-1.196476,5
1.0318983,-2.7707486,0
1.5651164,-3.4352849,1
-0.1246393,-0.6526172,4
0.20912781,-2.6644988,4
2.4691305,-1.4125218,2
2.17202,-3.1832378,3
2.14373,0.39679033,9
1.1329463,-2.917356,0
-1.1842395,-0.8486866,2
1.4061608,-3.7284875,1
2.9436882,-0.29687077,5
2.984391,-0.061315496,7
2.3094752,-1.6634164,8
1.4859401,-2.484682,4
1.0674962,-0.07749182,9
2.0820136,0.5235286,9
-0.8233024,1.204953,8
2.426039,-0.12960683,7
-0.30892754,-1.1831656,2
1.9492025,-2.4916017,2
1.7446395,-4.0197425,1
0.44264334,-1.7748216,2
-0.12419908,-1.08094,4
0.7676097,-1.7306782,4
1.404921,-1.9533904,4
0.042527534,0.18549685,8
-1.227134,-0.9705272,2
-0.65860385,-2.6475756,6
-0.6488389,-0.8437159,4
0.94814736,-1.4018528,2
3.0719635,-0.7620117,5
1.3237071,0.77641165,5
2.2027473,-3.5621006,1
0.9359534,-3.0667746,0
0.17243324,-2.1925817,4
2.0216136,0.878216,9
1.919057,-4.0896993,1
1.2079096,-0.33243167,8
1.6064962,-4.0803967,1
1.3178474,1.2288299,9
2.2645853,-2.9019225,3
-0.14830461,0.5874306,8
2.9064236,-1.7654984,6
-1.721775,-1.4688041,2
3.5179784,-1.1386433,7
0.09309596,-3.9708502,3
2.647471,-1.3789835,2
-1.2920504,-1.0197928,4
0.08575627,-2.7791936,4
0.33350405,-0.52914923,8
0.39439657,-2.2826796,3
3.4839637,-1.0517548,5
0.78458357,-0.15303436,4
1.7362999,-2.7437959,3
0.7904388,0.18270893,9
-1.701169,-0.8486824,2
2.0267305,-1.4753875,8
1.1665086,0.73757464,8
2.784915,-1.4960698,6
2.528095,0.5228027,7
3.2991328,-0.4823172,7
0.2812934,-0.6153628,8
1.6403502,-4.0003567,1
0.19119555,-3.2994492,0
3.458772,-0.51565886,5
-0.4593031,-0.79099107,6
1.4691509,0.5607078,8
0.99211127,-1.2704022,4
3.2545261,-0.53180546,7
3.213486,-1.0401666,5
1.3945477,1.2262164,9
0.8676664,-0.013406958,9
0.01699083,-3.109727,0
-1.6638501,-0.95737314,2
-1.3423798,-1.2580953,2
3.6756606,-0.9838247,5
0.31264472,-3.9599745,0
2.195318,1.0696518,9
3.3351731,-0.64225006,7
2.7036421,-1.491768,4
-0.23490666,-1.1311096,4
-0.659802,-1.2987057,4
3.3325217,-0.70438427,5
-0.6203445,-1.8433603,4
3.1001415,-0.3547731,7
1.650731,-1.3910946,4
0.9915593,-1.51959,6
2.3908846,-2.0426834,6
0.72132725,-3.2802582,0
2.1286108,-3.9023166,1
-0.9325139,-3.1415184,0
0.37581724,-1.6299155,6
3.4028914,-0.58266854,5
0.5365216,-3.771312,0
-0.8579605,-0.72405183,4
3.103197,-0.90200734,5
-0.25686747,-3.1573691,0
3.349219,-1.2692066,5
-0.70822287,-0.90859205,2
0.3895518,0.9361551,9
1.2063946,-2.0238647,0
0.9801129,0.36930513,8
3.5069416,-0.7764756,7
3.254148,-1.6403747,5
0.28058577,-0.36785603,8
-1.5852363,-0.597664,6
0.027227134,-0.90361226,4
2.6396096,0.16600968,5
2.982355,-0.7096073,5
3.1930926,-0.87685895,7
2.6146586,-0.9886138,5
2.3064651,-3.2240102,1
1.2331504,-4.0219526,1
1.9490558,-1.7187333,4
0.7963074,-3.2260973,6
2.1752613,0.44666988,7
0.09754965,-3.9258585,3
2.303481,0.534454,7
-0.13134587,-1.5605093,2
2.004534,1.2140083,9
2.244482,0.8465496,7
0.7168338,-1.1702045,2
2.3419755,-0.6023667,5
0.37726787,-3.0482957,0
1.1500742,-2.479149,0
1.7123636,-2.5305429,4
2.0952184,1.1403092,9
1.9328147,-0.9074938,2
1.1953691,-3.8316371,3
2.3868897,0.942762,9
2.607757,-1.601929,6
-0.13309318,-3.0198941,0
0.9060259,-2.752281,0
2.714014,-0.023297947,5
3.0580437,0.022614036,7
2.4711244,0.7202209,9
2.6988509,-0.22737272,9
0.46850094,0.614874,8
1.6784453,0.86771685,9
1.4193606,-3.3597567,1
1.2663057,-3.6630101,3
1.3411932,-2.8049974,0
2.9721367,-0.42080182,7
0.79925764,-3.1487267,3
2.974693,-2.1108656,0
1.5133598,0.7239944,9
0.9234941,-4.005108,3
-1.0222199,-1.2488024,2
3.3084855,-1.0717552,5
0.20888278,1.299512,8
-0.6350321,-0.9848916,2
1.9622055,-3.0190961,3
-1.1810824,-1.67699,0
-0.062789,-0.48707914,4
1.4828024,0.28700316,9
-0.8979427,-1.6160471,2
0.76186424,0.21981388,9
0.71340156,-2.6036556,6
0.021662973,-2.9418116,0
-1.205269,-1.3841803,2
3.0496228,0.042217325,9
-1.0157372,-1.5162005,2
1.1308215,1.1116083,9
2.2187858,-0.73645926,5
2.6997633,-2.162338,6
1.8077916,-1.8441671,2
-1.2165446,-0.851521,4
0.82014304,-0.58527505,8
1.5129377,-4.0796742,1
2.7274377,-3.009757,1
2.7772834,0.42423373,7
1.275609,-1.7809935,2
1.3848222,0.49431098,9
2.44547,-0.02911285,9
2.6771991,-0.06220653,9
0.6201157,-2.5964127,4
1.5160097,-3.18995,3
0.8616696,-0.9499965,2
3.42308,-1.2871809,5
3.6851156,-0.9129942,7
0.9242926,0.2686076,9
-1.3325471,-1.0047563,4
1.2067574,-0.6777603,6
1.9270761,-2.5204728,3
-0.26896587,-1.154207,2
2.9317281,0.10662924,7
0.63227415,-1.1632391,8
1.24153,-4.1977944,1
1.4040517,-2.8776789,0
3.3244548,-0.2573198,7
2.2720141,-2.4716399,6
0.4880474,-2.7835739,0
3.1025524,-1.6782675,2
2.4772453,-3.5947914,1
1.7584558,-3.3324165,3
1.1212071,-3.5808105,3
2.4008522,0.6308658,9
-0.24950917,-2.3784757,0
3.412725,-0.30636635,5
3.0906665,-0.07493517,5
2.8126543,0.5438827,5
1.0149846,-3.3228476,3
1.7930374,-3.639477,1
1.9859298,-3.596952,1
1.9000388,-2.2804453,0
1.7282894,-1.7557803,2
2.5514433,-2.4931138,0
3.546719,-0.88748026,7
2.6652327,-2.91544,3
1.5107331,-4.186101,1
1.5173994,-3.964491,1
3.1929846,-0.20268899,7
-0.82621294,-1.8147713,2
0.97365826,0.3856755,9
0.047634084,-1.5471883,6
1.5787351,-2.6803627,3
2.648958,0.89548653,9
1.8781749,-3.3628483,1
-1.2404727,-1.5779362,4
2.7236447,-2.497611,0
0.21246716,-3.4915307,0
0.33595923,-2.9392362,0
-0.8993,-3.0122151,0
3.3072612,-0.3633377,7
0.71669406,-3.8886983,4
1.3290322,-4.1624393,1
2.03282,-1.7753586,6
0.15542561,-1.3090434,2
0.6897681,-3.895623,3
2.012909,0.8807268,5
2.165003,0.274637,5
-0.60979724,-1.6055712,2
1.75601,-3.8556094,1
3.1963553,-0.24267128,5
3.2268972,-0.6034711,7
0.32412356,-0.45752022,8
2.3342893,-1.7095531,6
0.8723236,-0.84259826,8
-0.71506226,-1.6642421,2
1.6682034,-3.036075,3
-0.5504866,-1.2187973,2
-0.5669957,-3.0474398,6
0.37344757,-3.6681073,3
1.3802218,0.19619794,9
-1.1782215,-2.4040709,0
2.876977,-2.2851284,3
2.7233074,-2.8227522,3
-0.67022824,-1.6656972,2
-0.56010306,-1.351533,4
0.9587541,-4.1428194,3
2.5473442,-3.039666,1
1.7471206,-4.142331,1
1.9491756,-3.49715,3
-0.40390742,-2.7992566,4
1.0616165,-1.7803831,2
1.514613,-2.224259,6
1.7699695,-2.9890966,3
1.6114783,-4.1344943,1
2.1716006,-3.5013459,1
1.0781034,-2.2801592,4
1.0700876,0.93845963,8
2.6912324,0.085712016,5
3.6301029,-1.3731267,5
2.8236063,0.4824829,7
3.2648416,-0.42119035,7
0.86151356,-1.0432777,8
3.2018964,-0.48864686,5
1.2307292,-4.0668383,1
1.8409754,-1.534223,2
1.633795,0.87355846,9
2.835117,0.23735313,7
2.366936,-3.2553446,1
-0.2807945,-2.9883325,0
3.1489036,-0.20490313,5
1.8774745,-3.8647077,1
-0.57316375,-1.6414462,4
3.1346464,-0.12786317,7
-0.7533952,-1.1660334,6
-0.09686705,0.100340545,6
1.9134293,-1.791556,2
-1.5010611,-1.7064408,2
3.3026772,-1.0612439,5
1.6497859,1.0530243,9
1.1840339,-1.6008924,4
1.6664358,1.1920044,9
2.8969676,-0.3487513,7
3.5762901,-1.2575421,5
2.8325803,-1.9161981,0
1.5638198,0.4737699,9
2.663736,-2.8582664,1
1.7705557,-0.8609261,2
3.1426435,-0.16196097,7
0.79752463,-2.99157,0
1.7746662,-3.6267343,3
-0.16539493,-0.8260333,2
